Identifier, Size, m5, p2, p4, p1, m6, p5, m1, m2, m3, m4, p3, p6
tatD, 640.0, , , , , , , , 12250:1:4:0.0408163, , , , 21750:2:2:1;17750:1:1:0
tatE, 255.3, , , , , , , 22750:1:1:0;23250:1:1:0, , , , , 
tauA, 828.7, , , , , , , 33250:1:1:0, , , 45750:3:3:0.741935, 5750:2:2:1;40750:2:3:1, 7250:1:1:0;5250:1:1:0
tauB, 588.0, , , , , , , , , , 25250:1:1:0, 25750:1:1:0;7250:2:2:1, 16750:2:2:1;6750:1:1:0
tauC, 600.7, , , , , , , , 9250:1:1:0;37750:1:1:0, , , 31750:1:1:0, 37250:1:1:0
tauD, 649.3, , , , , , , , , , , 39250:1:1:0, 16250:1:1:0;8750:1:1:0;22750:1:1:0
tbpA, 838.3, , , , , , , 26750:3:3:0.666667;42250:1:1:0, 37750:1:1:0, 50750:1:1:0, , , 20250:2:2:1;28750:2:3:0.931624
tdcA, 843.3, , , , , , , 50250:1:1:0;51750:1:1:0, , , 25250:2:2:1;58250:3:6:0.180328, , 34750:1:1:0;36250:1:1:0;32250:3:3:0.875
tdcB, 881.3, , , , , , , , , 44250:2:2:0.869565, , 33250:1:1:0, 25750:2:2:1;39750:3:4:0.0406504;25750:2:3:0.93125
tdcC, 1078.0, , , , , , , , , 35250:1:1:0.037037, 29250:1:1:0;58250:1:1:0.0153846;34750:1:1:0;26250:1:1:0.0192308, 36750:2:3:1, 1750:1:1:0;9750:1:1:0;55250:1:1:0;41750:1:1:0;20250:2:2:0.977099;750:1:1:0
tdcD, 960.0, , , , , , , , , , 51750:1:1:0, , 16250:1:1:0;42750:3:4:0.0802469
tdcE, 1800.7, , , , , , , 45250:3:3:0.553191;50750:3:3:0.544304;36250:1:1:0, , , , 32250:1:1:0, 27750:1:1:0.0119048;38250:1:1:0;20750:1:1:0;42250:1:1:0;42250:1:1:0;15250:1:1:0;27250:3:4:0.0909091;18750:1:1:0
tdcF, 314.3, , , , , , , , , , , 45750:1:1:0, 23750:1:1:0
tdcG, 1129.0, , , , , , , 38250:3:3:0.546512;29250:3:3:0.619718;53250:1:1:0;26250:2:2:1, , 41250:1:1:0;35750:2:2:0.970803, 14250:1:1:0;35250:3:4:0.140845, 25750:1:1:0;25250:1:1:0;20250:1:1:0, 11750:1:1:0.011236;25250:1:1:0;42250:1:1:0.00746269
tdcR, 280.0, , , , , , , , , , , , 
tdh, 801.3, , , , , , , 44750:3:4:0.390805, , , , 40250:2:3:1, 17750:1:1:0.00694444;10250:2:2:1
tdk, 584.0, , , 39750:1:1:0, , , , , , , 58250:3:6:0.193548, , 16750:1:1:0.00662252;42250:3:4:0.0522388;50750:1:1:0
tehA, 772.0, , , , , , , , 25750:1:1:0, 55750:1:1:0, , 43750:1:1:0;24750:1:1:0, 36250:1:1:0;10750:2:2:1;45750:3:4:0.104348
tehB, 459.3, , , , , , , 33250:1:1:0, , , , , 35750:3:4:0.0679612;32250:1:1:0;13750:1:1:0
tesA, 470.0, , , , , , , 41250:1:1:0, 13750:2:3:0.833333, , , , 31750:2:3:0.926316;8750:1:1:0
tesB, 767.7, , , , , , , , , 50750:2:2:0.958333;32750:2:2:1, , , 
tgt, 933.3, , , , , , , 32250:1:1:0;45250:1:1:0, , , 37750:1:1:0, 43750:1:1:0;29750:1:1:0, 8250:2:2:1
thiC, 1540.7, , , , , , , 26750:2:2:1, , , 34250:3:4:0.293333, 13250:1:1:0, 31750:1:1:0;54750:1:1:0;7750:2:2:1;37750:3:3:0.886525;36750:3:3:0.892308;30250:1:1:0;26750:3:3:0.887755;28750:1:1:0
thiD, 616.3, , , , , , , , , 53250:3:5:0.833333;43250:1:1:0, , 35250:2:3:1, 7750:1:1:0
thiE, 492.0, , , , , , , 45250:1:1:0;39250:1:1:0, , , , , 
thiF, 563.7, , , , , , , , , , , , 
thiG, 597.0, , , , , , , 54750:1:1:0, , , , 35250:2:3:1, 750:1:1:0
thiH, 859.7, , , , , , , 55250:3:4:0.26087;28250:1:1:0, 14750:1:1:0, , , , 58250:1:1:0.0162602;26750:1:1:0
thiI, 1218.7, , , 9750:2:2:1, , , , 49750:3:4:0.417582;35250:3:3:0.56962, , , , 23750:1:1:0, 17250:2:2:1;34750:1:1:0;9750:1:1:0
thiJ, 459.3, , , , , , , , , 50750:2:2:0.886076, , , 
thiL, 817.3, , , , , , , , , 53750:1:1:0, , 47250:1:1:0;8250:1:1:0, 
thiM, 718.0, , , , , , , , , , , 37750:1:1:0;46750:2:3:1, 15750:1:1:0;21750:2:2:0.9875
thiP, 1227.3, , , , , , , 56250:3:3:0.515152;44250:3:4:0.45;27250:1:1:0, 28250:1:1:0;29750:1:1:0, 41750:1:1:0, 39250:3:4:0.413043;50250:3:4:0.173913, 11250:2:2:1;14250:2:2:0.967742;42250:2:3:1, 4750:1:1:0;750:1:1:0;3250:1:1:0;9250:2:2:1
thiS, 152.3, , , , , , , , , , , , 
thrA, 1952.3, 14250:2:3:0.902098, 35250:1:1:0;46250:1:1:0, 8250:2:2:1;7250:1:1:0, , 15750:1:1:0, 18250:3:3:0.580247, 58750:3:6:0.0769231;25750:2:2:1, 19750:2:3:0.90625;17750:1:4:0;3250:1:1:0;13750:2:3:0.95122;14750:1:4:0.0416667, 35250:2:2:0.992857, 13250:1:1:0;13750:1:1:0;14250:2:2:1, 10750:2:2:1;55250:3:6:0.12;32750:1:1:0;20250:1:4:0;12250:2:2:1, 750:1:1:0;12250:2:2:1;4250:1:1:0;12250:1:1:0.0103093;10250:1:1:0;19750:2:2:1;56750:3:6:0.754902;13250:2:2:1
thrB, 715.0, , , , , , , , 31750:2:3:0.959184, , , , 
thrC, 985.7, , , , , , , , , 40750:1:1:0.113924, , 7250:1:1:0, 34250:1:1:0;16250:1:1:0
thrL, 149.0, , , , , , , 49750:1:1:0, , , , , 41750:3:4:0.0508475
thrS, 1598.0, , , , , , , 41750:1:1:0;39750:1:1:0, , 53250:3:5:0.0373832, 40750:1:1:0, 21750:1:4:0, 17250:2:2:1;35750:1:1:0;35750:1:1:0
thyA, 620.7, , , , , , , , , , , , 
tig, 1100.0, , , , , 37750:1:1:0, , 51250:1:1:0;30750:3:4:0.408451, 19250:1:4:0, 49750:2:2:0.939394;37250:2:2:1, 45750:3:3:0.648649, 40750:1:1:0;39750:1:1:0;43750:1:1:0, 20750:1:1:0;20250:2:2:1;24750:2:2:1
tilS, 1042.7, , , , , , , 28750:1:1:0, 13750:1:4:0.0930233;10250:2:3:0.966667, , 6750:2:2:1, 13250:2:2:1;20750:2:3:0.9, 750:1:1:0.012987;54750:1:1:0;9250:1:1:0
tkrA, 843.0, , , , , , , 27250:1:1:0, , , 13750:1:1:0, , 26750:1:1:0
tktA, 1629.0, , , , , , , 38750:1:1:0, 17750:1:1:0, , 34750:1:1:0;50750:3:3:0.674419, 44250:1:1:0, 43750:3:4:0.0736196;41750:1:4:0.0114943
tktB, 1553.0, , 39250:2:2:1, , , , , 57750:3:6:0.155172;27250:1:1:0, , 45750:1:1:0;47250:1:1:0, 41750:1:1:0;19750:2:2:1, 23250:1:4:0;45750:1:1:0, 24750:1:1:0;51750:1:1:0;24750:1:1:0;40750:1:1:0;25250:2:2:1
tldD, 1202.0, , , , , , , , 19250:1:1:0, 49750:2:2:0.938596, 22750:1:1:0, 47750:1:1:0;33250:1:1:0, 59750:3:6:0.619718
tmk, 475.0, , , , , , , , , , , 35250:2:3:1, 7250:1:1:0
tnaA, 1201.3, , , , , , , 56750:1:1:0;55750:3:4:0.339286;51750:1:1:0, 5750:2:3:0.983471, 48250:2:2:0.92126, 11250:2:2:1;48250:1:1:0;32750:1:1:0, 37750:1:1:0;38250:1:1:0;11750:1:1:0, 35250:1:1:0.00606061;44750:3:4:0.1125
tnaB, 1047.0, 41250:3:4:0.0724638, , , , , , 32250:1:1:0;45750:1:1:0, , 43250:3:5:0.139785, , , 29250:1:1:0;10250:2:2:0.994949;14250:1:1:0;36250:1:1:0
tnaL, 161.7, , , , , , , , , , , , 42750:1:1:0;15250:2:2:0.989796
tolA, 1039.3, , , , , , , , , 57750:3:5:0.307692, , 30250:1:1:0, 8250:1:1:0;40750:1:1:0.00653595
tolB, 1076.0, , , , , , , 51250:1:1:0, 22250:1:4:0.0434783, , , 36250:2:3:1, 37250:1:1:0;16250:1:1:0;7250:1:1:0
tolC, 1235.3, 9250:1:1:0, , , , , , 45750:1:1:0, 12750:1:4:0;7750:1:4:0.0416667, 48250:2:2:0.991228, 12750:1:1:0, 17250:1:1:0;27750:1:1:0;12250:2:2:1, 13750:2:2:1;43750:1:1:0;6750:1:1:0
tolQ, 528.7, , , , , , , 38250:1:1:0.0106383, , , , , 
tolR, 325.0, , , , , , , , , , , , 6750:2:2:0.984252;11750:1:1:0
tonB, 642.0, , , , , , , 32750:1:1:0, 6250:1:1:0, , 56750:3:6:0.130435;53750:3:4:0.0967742, , 45750:3:4:0.0701754
topA, 2112.7, 750:3:3:0.940678;10750:1:1:0, , , , , , 250:2:2:1;19750:2:2:1;49750:1:1:0;26750:1:1:0;38250:1:1:0;26750:3:3:0.303571;53250:1:1:0, 7250:2:3:1;6750:1:1:0;41250:2:3:0.962963;24250:1:4:0, 44250:2:2:0.892086;48750:1:1:0;48750:2:2:0.873418;49750:1:1:0;2750:2:2:0.987654, 47250:1:1:0, , 8750:1:1:0;34750:2:3:0.956989;60250:3:4:0.0365854;10250:1:1:0;4750:2:2:1
topB, 1502.0, 38250:1:1:0, , , , , , 34250:3:3:0.5;27750:1:1:0, 28250:1:1:0, 43250:2:2:0.926606, 29750:1:1:0, , 49750:3:4:0.0347826;62250:3:6:0.417722;15750:1:1:0
torA, 1962.7, , 35250:2:2:1, , , , , 48750:1:1:0;59250:3:6:0.0410959;48750:1:1:0.0131579, 9750:1:1:0;3250:1:1:0;12250:2:3:0.963636, 57250:3:5:0.576923, 30250:2:2:1;54250:3:6:0.529412, 11250:1:1:0;49250:1:1:0.0526316;15750:1:1:0;41250:2:3:1;25750:1:1:0, 13250:1:1:0;42750:3:4:0.0654206;8750:1:1:0.00892857;4750:1:1:0.0106383;59750:3:4:0.0442478
torC, 951.7, , , , , , 19250:1:1:0, , 18750:1:4:0.0789474, 53250:3:5:0.835052, 25750:2:2:0.977273, 35250:2:3:1;25750:1:1:0;2750:2:2:1, 26750:3:4:0.0928571;15750:1:1:0;52250:1:1:0;3750:1:1:0
torD, 459.3, , , , , , , , , , , , 
torR, 612.3, , , , , , , , , 40750:1:1:0, , , 11250:2:2:1
torS, 2199.0, , , , , , , , 12250:1:4:0.0526316, 41250:1:1:0.0923077;41250:1:1:0.04;58750:1:1:0;40750:1:1:0, 42250:3:3:0.666667;42750:1:1:0, 8250:2:2:1;19750:3:6:0.769231;14250:1:1:0, 1750:1:1:0;54750:3:6:0.674242;12750:1:1:0;43750:3:4:0.0434783;47750:1:1:0
torT, 786.7, , , , 24250:1:1:0, , , 28250:1:1:0, 6250:1:1:0, , 33250:1:1:0;55250:3:6:0.4375;48250:3:3:0.763158, 6750:2:2:1;42750:1:1:0, 29750:3:4:0.0612245;1750:1:1:0;8250:1:1:0
torY, 956.3, , , , , , , 34750:3:3:0.593023;38750:3:4:0.402174, 23250:1:1:0, 37750:1:1:0, 45250:3:3:0.634146;50250:3:4:0.333333;8250:2:2:1;36750:3:3:0.692308, 22750:1:1:0;30250:1:1:0, 10750:2:2:1;47750:3:3:0.872;29750:3:3:0.879518;43250:3:4:0.05;24750:2:2:1
torZ, 1897.0, , , , , , , , 9250:1:4:0.05;16750:1:1:0;17750:1:1:0;13750:1:4:0.02, , 26750:1:1:0, 41250:1:1:0;25750:1:1:0, 31750:2:3:0.963636;41750:3:4:0.0740741;45750:1:1:0;4750:2:2:1;59750:3:4:0.08;26750:1:1:0.0165289;23750:1:1:0;15250:2:2:1
tpiA, 712.0, 10750:1:1:0, , , , , , , , , , , 62250:3:6:0.445455;41750:1:1:0;51250:1:1:0;33250:1:1:0
tpx, 500.0, , , , , , , , 25250:2:3:0.935484, , 33250:1:1:0, , 
treA, 1395.0, , , , , , , 38250:3:3:0.581395, 3250:1:1:0;18250:1:1:0, 47250:1:1:0, , , 21250:2:2:1;42250:3:4:0.049505;45750:3:4:0.0449438;29250:3:3:0.84127;29750:1:1:0;35250:1:1:0
treB, 1204.0, , , , , , , , 14750:1:4:0.0163934, 43250:1:1:0;56750:1:1:0;58250:1:1:0, 28750:1:1:0;10750:1:1:0;33750:3:4:0.324324, 7250:1:1:0, 50750:1:1:0;43250:1:1:0
treC, 1316.3, 37750:1:1:0, , 8750:1:1:0, , 37250:1:1:0, , 50750:1:1:0;46750:3:4:0.344444;27250:3:3:0.492754, 20750:1:4:0;9250:1:4:0.0175439, 42250:2:2:0.946237;45750:1:1:0;49750:1:1:0;48250:2:2:0.822581, 55750:1:1:0, 4250:1:1:0;34250:1:1:0, 19750:2:2:1;5250:2:2:0.992063;16250:1:1:0;62750:3:6:0.529412
treF, 1383.7, , , , 28250:1:1:0, , , 28750:1:1:0;44250:3:4:0.412698, 30250:2:3:0.969231, , 43250:1:1:0;37750:1:1:0;42750:1:1:0, 26250:1:4:0;50750:1:1:0, 57750:3:6:0.674242;23750:3:3:0.917355;10250:2:2:1;34250:1:1:0.00909091;16750:2:2:1;32750:1:4:0.0113636
treR, 841.3, , , , , , , , , , 43250:3:4:0.276596, 19250:1:4:0;19750:2:3:1, 3750:1:1:0.023622;7250:1:1:0
trg, 1352.0, , , , 16750:1:1:0;26750:1:1:0, , , 36750:3:4:0.413333, 29250:2:3:1, , 50250:1:1:0;50250:3:4:0.266667;46750:1:1:0, 10750:1:1:0, 26750:1:1:0
trkA, 1067.7, , , , , , , , , 54750:3:5:0.0431034, , , 40750:1:1:0;10250:1:1:0.00694444;30750:1:1:0;37250:1:1:0
trkG, 1225.0, , , , , , , 45250:1:1:0;35250:3:4:0.433735, 19250:1:4:0.0508475, , 58750:3:4:0.232143, 7750:1:1:0;11250:1:1:0;22250:1:1:0;27750:1:1:0.027027, 8750:1:1:0
trkH, 1129.0, 15750:1:1:0, , 3750:1:1:0, 29750:1:1:0, 750:1:1:0, 250:2:2:1, 37250:1:1:0, , , 5750:1:1:0, , 13250:1:1:0.00632911
trmA, 945.3, , , , , , , 33250:3:4:0.342105, 17250:1:1:0, 38750:3:5:0.101852, 21250:1:1:0, , 34250:3:3:0.884354;27250:1:1:0
trmD, 630.3, , , , , , , , , , , , 25750:2:2:1
trmE, 1128.0, , , , , , , 56750:3:4:0.372881;33750:3:3:0.507463, , , 7250:2:2:1, 22250:1:4:0;19250:2:3:1, 11750:1:1:0;24750:2:2:1;33750:1:1:0.00877193;1750:1:1:0
trmH, 538.3, , , , , , , 33250:1:1:0;38750:1:1:0, , , , , 17750:1:1:0
trmU, 902.3, , , , , , , , , , 6250:3:4:0.25;13250:1:1:0, 2750:2:2:1, 30250:1:1:0;52750:3:3:0.797753;6750:1:1:0;35750:1:1:0
trpA, 631.3, , , , , , , , , , , 40750:1:1:0, 35750:3:3:0.911392
trpB, 931.0, , , , , , , , , , 55250:1:1:0, , 
trpC, 1050.3, , , , , , , 58250:3:6:0.172414, , , , , 36250:1:1:0;9250:2:2:1;8750:1:1:0.010101;24750:2:2:1
trpD, 1219.3, , , , , , , 54250:3:4:0.290323, 12750:1:1:0, , , 34250:1:1:0, 5750:2:2:1;8250:1:1:0
trpE, 1299.7, , , , , , , , , , 29250:1:1:0;32250:1:1:0, 5750:2:2:1, 49250:1:1:0.0105263;15750:1:1:0;7750:1:1:0
trpL, 136.3, , , , , , , 30250:3:3:0.546667, , , , , 
trpR, 338.7, , , , , , , 38250:1:1:0, 24250:1:4:0.0533333, 51250:1:1:0, , 40750:1:1:0;21250:1:4:0.0243902, 
trpS, 770.0, , , , , , , , , , , , 13250:1:1:0
truA, 625.7, , , , , , , , 5250:1:4:0.0357143, , , 40750:2:3:1;42250:2:3:1, 3250:1:1:0;1750:1:1:0
truB, 730.0, , , , , , , , , 56750:1:1:0, 48250:1:1:0.015625, , 
trxA, 284.7, , , , , , , , , , , , 49250:3:4:0.0580645
trxB, 846.7, , , , , , , , , , 56250:1:1:0, , 15250:2:2:0.990566
trxC, 431.3, , , , , , , , , 36250:1:1:0, , , 19250:1:1:0
tsf, 755.3, , , , , , , , , , 45250:3:3:0.666667;48250:1:1:0;7250:2:2:1, , 9250:1:1:0.00787402
tsr, 1368.7, , , , , , , , 11750:1:1:0;38750:1:1:0, , 33250:1:1:0, , 18750:1:1:0.00540541
tsx, 684.7, , , , , , , 52250:1:1:0, , , 37250:3:4:0.175439;34750:3:3:0.529412, 40750:1:1:0;10250:1:1:0, 10750:1:1:0;61250:3:4:0.126866;15250:2:2:0.991935;4750:2:2:1;49250:3:6:0.721805
ttdA, 794.0, , , , , , , 45750:1:1:0;55750:3:3:0.47619;56250:1:1:0.0227273, , 48250:2:2:0.910891, 10750:2:2:1, 6750:2:2:1, 6750:1:1:0.0103093;36250:1:1:0.0309278
ttdB, 464.7, , , , , , , , 21250:1:1:0;34750:2:3:0.931818, , , , 11250:2:2:1;7750:1:1:0
tuf, 115.0, , , , , , , 50250:1:1:0, , , , , 
tuf_2, 147.7, , , , , , , 40750:1:1:0, , , , , 
tus, 792.7, , , , , , , 38750:3:4:0.477778;58750:3:6:0.425287, , , , , 24250:2:2:1
tynA, 1430.7, , , , , , , , 31250:2:3:1, , , 44250:1:1:0, 9750:1:1:0;16750:1:1:0;24750:2:2:1
tyrA, 878.0, , , , , , , , , 41250:1:1:0, 8750:3:3:0.735294, , 59750:1:1:0.0126582
tyrB, 1014.3, , , , , , , 32750:1:1:0;38250:1:1:0, , , 55250:1:1:0;8750:1:1:0, , 
tyrP, 990.0, , , , , , , 53750:1:1:0, , 56750:1:1:0.00925926;43250:1:1:0, , 15250:1:1:0, 8750:1:1:0;4750:2:2:0.992188;35250:3:3:0.85
tyrR, 1282.0, , , , , , , 59250:3:6:0.478261;32750:1:1:0;35250:1:1:0, , , , , 16250:1:1:0;27750:1:1:0;35750:1:1:0
tyrS, 1076.7, , , , , , , 38750:1:1:0;32250:3:3:0.632353;57250:3:6:0.218391;58750:3:6:0.338235, , , 32750:1:1:0, , 16250:1:1:0.01;24750:2:2:0.989583;14250:1:1:0;4750:2:2:1
ubiA, 676.3, , , , , , , 28750:1:1:0, , 53250:1:1:0, , , 33750:1:1:0;40250:3:4:0.0649351;24750:1:1:0
ubiB, 1260.3, , , , , , , 26250:2:2:1;33250:3:4:0.333333;33250:3:3:0.655914;48250:1:1:0, , , 10750:1:1:0, , 
ubiC, 473.0, , , , , , , , , , , 8750:2:2:1, 3250:1:1:0
ubiD, 1208.0, , , , , , , 41250:1:1:0;53750:1:1:0;43750:1:1:0;43750:3:3:0.5;49250:1:1:0.0120482, , , , , 
ubiE, 674.0, , , , , , , , , 45750:1:1:0, , , 25250:1:1:0
ubiF, 939.3, , , , , , , , , 42250:1:1:0.0561798, 56750:1:1:0, , 
ubiG, 606.7, 50250:1:1:0, , , , , , , , , , , 
ubiH, 899.7, , , , , , , 51250:3:3:0.44898;34250:3:3:0.647059, 19250:1:4:0.0434783;26250:1:1:0, 44250:2:2:0.964286, 13750:2:2:1, 34250:2:3:1, 7250:1:1:0
ubiX, 539.0, , , , , , , 26750:1:1:0, , , , , 17250:1:1:0
ucpA, 713.7, , , , , , , 26750:1:1:0;49750:3:3:0.577465, , 51750:3:5:0.0241935, 45250:3:4:0.431373, , 
udhA, 1172.0, , , , , , , 27250:3:4:0.477273, , , , , 29250:2:3:0.939394;21750:1:1:0;8750:2:2:1;53750:3:6:0.139073
udk, 599.7, , , , , , , , , , , 5250:1:1:0, 
udp, 673.7, , , , , , , 54250:3:4:0.3, 28250:2:3:0.983871, , , 43750:1:1:0, 
ugd, 1023.3, , , , , , , , , , 29250:1:1:0;53250:3:3:0.642857, , 47250:1:1:0
ugpA, 779.0, , , , , , , 27750:3:4:0.4, , , , 17750:2:3:1, 2750:1:1:0;42250:1:1:0
ugpB, 1091.0, , , , , , , , , , 54750:1:1:0.0285714, , 
ugpC, 820.7, , , , , , , 52250:1:1:0;26250:2:2:1, 21250:1:1:0, 51750:1:1:0, 48750:1:1:0, 8250:1:1:0, 10250:2:2:0.990476
ugpE, 662.7, , , , , , , , 14750:1:1:0;10250:2:3:0.938776, 34750:1:1:0, , 3750:2:2:1, 2250:1:1:0;17250:2:2:1
ugpQ, 559.3, 19250:1:4:0.0582524, , , , , , , , , , , 7750:1:1:0;9750:2:2:1
uhpA, 524.0, , , , , , , , 27250:2:3:1;12750:2:2:0.979167, 51750:1:1:0.0581395, 48250:1:1:0;6250:3:4:0.216216;38250:3:4:0.355556, 13750:1:1:0, 22250:1:1:0;4250:1:1:0.0428571
uhpB, 1148.7, , , , , , , 38250:1:1:0, , 56250:1:1:0, , , 15250:1:1:0.0108696;8250:2:2:0.987654;14250:1:1:0
uhpC, 1028.7, , , , , , , 55250:3:3:0.507463;52750:1:1:0, , 40750:1:1:0.0454545, , , 35250:1:1:0;28250:3:4:0.121212;54750:1:4:0.0526316;6250:2:2:1
uhpT, 1183.0, , , , , , , 44250:3:4:0.451923;30750:3:4:0.395833;36750:1:1:0;59250:3:6:0.142857, , , 48250:1:1:0;45750:3:3:0.727273, , 23750:1:1:0
uidA, 1491.0, , , , , , , 42250:1:1:0;39750:1:1:0;57750:3:6:0.0465116;53250:1:1:0;55750:3:4:0.212121, 17750:1:4:0.0277778, , 13750:1:1:0, 45750:1:1:0, 13750:2:2:1
uidB, 1079.0, , , , 14250:1:1:0, , , 58250:3:6:0.120482, 15750:2:2:1, , 17250:2:2:1, 3750:1:1:0;29750:2:3:1, 9250:2:2:1;5750:1:1:0;1250:1:1:0;42250:3:4:0.029703;53750:3:3:0.774648
uidC, 1010.0, , , , , , , , , , 56250:1:1:0;41750:1:1:0;43250:1:1:0, , 46250:1:1:0
uidR, 560.0, , , , , , , , , , , 23250:1:1:0, 42250:3:4:0.045977;37750:1:1:0
ulaA, 1173.7, 8750:1:4:0.0748031, , , , , , 49750:3:4:0.459016, , , , 24250:1:1:0, 12250:2:2:0.991667;5750:1:1:0
umuC, 977.7, , , , , , , 50250:1:1:0, , , , 18250:1:4:0;20750:2:3:1, 13250:2:2:1;47750:2:3:0.961538;750:3:4:0.0526316;7750:1:1:0.0104167;4250:2:2:1
umuD, 424.3, , , , , , , , , 53250:3:5:0.0206897, , 25750:1:1:0, 
ung, 632.3, , , , , , , , , , 56750:1:1:0;9750:1:1:0, , 13750:1:1:0
upp, 591.0, , , 33250:1:1:0, , , , 53250:1:1:0, 19250:1:1:0.0697674;30250:1:1:0, , 12750:2:2:1, 11250:2:2:1;8750:1:1:0, 10250:2:2:0.981818;45250:2:3:0.948718;10250:1:1:0
uppP, 734.7, , , , , , , 53250:1:1:0, , , , 13750:1:1:0.0357143, 
uppS, 690.3, , , , , , 43250:3:4:0.329114, , 12750:1:4:0.0384615, 44250:3:5:0.823009, , 38750:1:1:0;27250:2:3:1;41250:1:1:0, 6750:1:1:0
uraA, 1110.7, 19250:1:1:0, , , , , , 28750:1:1:0;26250:2:2:1, , 44750:2:2:0.89, 22250:2:2:1, 40750:2:6:0.909091;21750:1:1:0;40750:2:3:1;13250:1:1:0, 750:1:1:0;17250:1:1:0;43250:1:1:0;60750:3:6:0.0576923;1750:1:1:0;43250:1:1:0.0120482;11750:1:1:0;47250:1:1:0
usg, 856.3, , , , , , , , , 52250:1:1:0;45250:2:2:0.840426;53750:3:5:0.0333333, 24750:1:1:0;10250:2:2:1, 41250:1:1:0;43750:1:1:0, 
ushA, 1382.3, 11750:1:1:0, , , , , , 37250:3:3:0.515625, , , , 9750:1:1:0, 35750:1:1:0
uspA, 434.3, , , , , , , 46250:1:1:0, , , , , 
uup, 1484.7, , , , , , , 47750:3:3:0.476923;40250:1:1:0, , , 6250:3:4:0.0857143;16250:1:1:0, , 40750:2:3:0.960396
uvrA, 2257.3, 2250:3:3:0.933333, , , , , , 50750:1:1:0.016129;29750:1:1:0, 21250:1:1:0;12250:2:3:0.947368;43750:1:1:0, 44250:2:2:0.947826, 52750:3:4:0.0833333;45250:3:3:0.708333, 58750:3:6:0.125, 4750:2:2:0.973451;750:1:1:0;26750:1:1:0;13750:1:1:0
uvrB, 1639.0, , , , , , , 52750:1:1:0;34250:3:4:0.391304, 53750:1:4:0.037037;1750:2:2:1, 45750:1:1:0, 45750:3:3:0.666667;44750:1:1:0, 12250:1:1:0;40750:2:3:1;48750:1:1:0, 25750:2:2:1;29750:1:1:0.024;750:1:1:0
uvrC, 1424.0, , , , , , , 58250:3:6:0.0705882;39250:1:1:0;49750:1:1:0.0246914;26250:2:2:1, , 57250:3:5:0.82716;36750:1:1:0, 35250:1:1:0;37750:1:1:0, , 29250:3:3:0.903226
uvrD, 1753.3, , , , , , , , 12750:1:4:0.0243902, , , 43250:2:3:1, 26250:3:4:0.113208;45750:1:1:0;5750:1:1:0;10750:1:1:0
uvrY, 465.7, , , , , , , 26250:2:2:1, 12750:1:4:0, , , 27250:1:1:0, 18250:1:1:0;41250:3:3:0.899083
uxaA, 1159.3, , , , , , , , 20750:1:4:0, , 45250:3:3:0.646154;56750:1:1:0, 26750:1:1:0;41250:1:1:0;17250:1:4:0;35750:1:1:0;8250:2:2:1, 34250:1:1:0;13750:2:2:0.982143;7250:1:1:0.00847458;55250:1:1:0
uxaB, 1234.0, , , , , , , 41250:1:1:0;49250:1:1:0.0465116;51750:1:1:0;49250:3:4:0.291262, , , 24750:1:1:0, , 
uxaC, 1177.0, , , , , , , 32250:1:1:0;32750:1:1:0, 22250:1:4:0.0545455, 46250:1:1:0, , 34250:1:1:0;57750:3:6:0.0882353, 8750:2:2:1;35250:1:1:0;40750:3:3:0.891089;15750:1:1:0;54250:1:1:0
uxuA, 1017.0, , , , , , , , 11750:1:1:0, , , 29750:2:3:1;23250:2:3:1;43250:1:1:0, 6750:1:1:0;750:1:1:0
uxuB, 1196.0, , , , , , , 46750:3:3:0.641509;59250:3:6:0.0909091, , , 43250:3:4:0.585366, 29750:1:1:0;8250:1:1:0;15750:1:1:0;3250:1:4:0, 20750:2:2:1;7750:1:1:0
uxuR, 620.0, , , , , , , 32750:1:1:0, , , , , 
vacJ, 675.0, , , , , , , , 6250:1:4:0, , 45250:1:1:0;38250:1:1:0, 35250:2:3:1, 25250:1:1:0;43750:1:1:0;31250:1:1:0;750:1:1:0
valS, 2180.7, , , , , , , 37250:3:3:0.655172;27250:3:4:0.418182;38750:3:4:0.318182, 14750:1:1:0;7750:2:3:0.890909, 53250:3:5:0.876033, 37750:3:4:0.391304;53750:1:1:0;23750:3:3:0.678571, , 17750:1:1:0
vioA, 923.3, , , , , , , , , , , , 40750:1:1:0.00934579;28750:1:1:0;8250:1:1:0;35750:1:1:0;40750:2:3:0.93
vioB, 453.7, , , , 15750:1:1:0, , , , , , , , 10250:2:2:1;20750:1:1:0
visC, 947.0, , , , , , , 26250:2:2:0.981132, , 48750:2:2:0.956044, 56250:3:4:0.125, 27250:1:1:0, 24750:2:2:0.991304
waaA, 1050.7, , , , , , , , 7250:1:4:0.0357143, , , , 43750:1:1:0
waaC, 750.7, , , , , , , 55750:3:4:0.511111, , , 20250:2:2:1, , 13750:1:1:0;42250:1:1:0
waaF, 812.3, , , , , , , , , , 39250:3:4:0.482143;20250:2:2:1;53750:1:1:0, , 36750:2:3:0.936508;10250:1:1:0;38250:1:1:0;38250:1:1:0
waaG, 864.0, , , , , , , 50250:1:1:0, , , 38250:1:1:0, , 7750:1:1:0
waaL, 1082.0, , , , , , , 57750:3:6:0.382609, 13750:1:1:0.027027, 43250:1:1:0, 3250:1:1:0.030303, , 30250:1:1:0.0078125;53750:3:6:0.195402;35750:1:1:0;60250:3:4:0.0211268
