"ECB_00212"	"ECB_00256"	"ECB_00739"	"ECB_01252"	"ECB_01992"	"ECB_01996"	"ECB_02035"	"ECB_02800"	"ECB_04210"	"ESCRE1901"	"IS3_insF"	"aroK"	"aspA"	"atpF"	"atpG"	"cls"	"cysQ"	"dapA"	"dgt"	"dnaA"	"dusB"	"endA"	"eutJ"	"fbp"	"fis"	"ftsH"	"ftsW"	"fusA"	"glgA"	"glgC"	"glgP"	"glmS"	"glpF"	"glpG"	"glpK"	"glpR"	"glpT"	"gspF"	"gspG"	"hupB"	"hycE"	"hypE"	"iclR"	"ilvL"	"ispH"	"kpsD"	"kpsE"	"kpsM"	"kpsT"	"lptB"	"malQ"	"mdoG"	"mdoH"	"metA"	"metH"	"mrdA"	"mrdB"	"mreB"	"mreC"	"nusA"	"ompR"	"pck"	"poxA"	"ppiA"	"pyrB"	"rho"	"rhsA"	"rluB"	"rpoA"	"rpoB"	"rpoC"	"rpoD"	"rpoH"	"rpoS"	"rpsC"	"rpsR"	"rrlB"	"rsmC"	"rssB"	"rtn"	"sbmA"	"slyA"	"sucB"	"tktB"	"ubiB"	"ulaG"	"uxaA"	"vacJ"	"yahN"	"ybaL"	"ybeA"	"ybjE"	"ycbC"	"yccE"	"ycjP"	"ydbD"	"ydcU"	"ydeH"	"ydiJ"	"yehU"	"yejA"	"yfaE"	"yfcN"	"yfhK"	"ygjF"	"yhaO"	"yjaG"	"yjaH"	"yjcC"	"yjeP"	"yjgN"	"ylaB"	"yraQ"	"zraR"
"ydiJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"yehU"	0	0	0.109341874035908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.110321988695281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0339081730037327	0.0429827337328502	0	0.0887652469836597	0	0	0	0	0	0	0.0165900583923441	0	0	0	-0.0389806810072889	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00457504758101984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0546135116874152	0	0	0	0	0	0	0	0	0	0	0
"yejA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116146057827305	0	0	0	0	0	0	0	0.0770932748145482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"yfaE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143298677056069	0	0	0	0	0	0.0329611483768202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0773639955906407	0.0694060079513215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136896712889232	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"yfcN"	0	0	0.149376359499423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0546135116874152	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"yfhK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118464886705328	0	0	0	0	0	0	0	0	0	0.0368125584342519	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0563102026356085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ygjF"	0	0	0	0	0	0	0	0	0	0.000530486484016176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"yhaO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"yjaG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113698890951066	0	0	0	0	0.123556568981821	0.144238158398682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12028587792087	0	0	0	0	0	0	0	0	0.05524948820895	0	0	0	0	0.0613968569847349	0	0	0	0	-0.0277185229485845	0	0	0	0	0	0.0733626805887196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"yjaH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"yjcC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"yjeP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153439988470362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0447591119847292	0	0	0	0	0	0	0	0	0.177345170576874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"yjgN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113452256885508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00935178908152176	0	0	0	0	0	0	0	0.00801877648986403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ylaB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166664438507756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106294508811087	0	0	0	0	0	0	0	0	0.0659018108473571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087976176076954	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"yraQ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"zraR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
