clonea	popb	day	locus	n.a. changec	a.a. changed	genee	annotation
D127_4-1	4	127	"418,248"	T->A	I120I (ATT->ATA) 	phoR ->	sensory histidine kinase in two-component regulatory system with PhoB
D127_4-1	4	127	"435,897"	G->A	L88L (CTG->CTA) 	thiL ->	thiamine monophosphate kinase
D127_4-1	4	127	"689,040"	C->A	intergenic (-27/+303)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D127_4-1	4	127	"925,388"	C->T	Q709* (CAG->TAG) 	clpA ->	"ATPase and specificity subunit of ClpA-ClpP ATP-dependent serine protease, chaperone activity"
D127_4-1	4	127	"1,387,159"	A->G	N147S (AAC->AGC) 	tyrR ->	aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase
D127_4-1	4	127	"1,463,594"	G->A	G19D (GGC->GAC) 	paaX ->	"transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-CoA inducer"
D127_4-1	4	127	"1,505,100"	C->T	A327A (GCG->GCA) 	ydcO <-	BenE family inner membrane putative transporter
D127_4-1	4	127	"1,659,121"	T->C	G351G (GGT->GGC) 	ynfE ->	"putative selenate reductase, periplasmic"
D127_4-1	4	127	"2,736,080"	C->T	intergenic (-69/-66)	rluD <- / -> bamD	"23S rRNA pseudouridine(1911,1915,1917) synthase/BamABCDE complex OM biogenesis lipoprotein"
D127_4-1	4	127	"3,707,549"	A->T	Y53N (TAT->AAT) 	dppA <-	dipeptide transporter
D127_4-1	4	127	"3,930,877"	T->G	M73L (ATG->CTG) 	ravA <-	"hexameric AAA+ MoxR family ATPase, putative molecular chaperone"
D127_4-1	4	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_4-1	4	127	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D127_4-2	4	127	"1,351,196"	(G)7->8	intergenic (-157/+211)	fabI <- / <- ycjD	"enoyl-[acyl-carrier-protein] reductase, NADH-dependent/DUF559 family endonuclease-related protein"
D127_4-2	4	127	"1,473,715"	G->A	pseudogene (3199/3497 nt)	ydbA ->	"pseudogene, autotransporter homolog; interrupted by IS2 and IS30"
D127_4-2	4	127	"1,915,231"	G->A	Q102* (CAG->TAG) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D127_4-2	4	127	"2,351,967"	Del;1 bp	coding (408/1359 nt)	glpT <-	sn-glycerol-3-phosphate transporter
D127_4-2	4	127	"2,695,585"	(G)7->8	intergenic (-42/-216)	purL <- / -> mltF	"phosphoribosylformyl-glycineamide synthetase/membrane-bound lytic transglycosylase F, murein hydrolase"
D127_4-2	4	127	"3,185,716"	IS3 (-) +5 bp :: +T	coding (303-307/552 nt)	ygiL ->	putative fimbrial-like adhesin protein
D127_4-2	4	127	"3,239,796"	A->G	intergenic (+251/-148)	alx -> / -> sstT	putative membrane-bound redox modulator/sodium:serine/threonine symporter
D127_4-2	4	127	"3,240,217"	A->G	T92A (ACC->GCC) 	sstT ->	sodium:serine/threonine symporter
D127_4-2	4	127	"3,240,940"	G->A	V333M (GTG->ATG) 	sstT ->	sodium:serine/threonine symporter
D127_4-2	4	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_4-2	4	127	"4,365,998"	IS2 (-) +5 bp	coding (772-776/1302 nt)	dcuA <-	C4-dicarboxylate antiporter
D127_4-2	4	127	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D127_4-3	4	127	"1,473,715"	G->A	pseudogene (3199/3497 nt)	ydbA ->	"pseudogene, autotransporter homolog; interrupted by IS2 and IS30"
D127_4-3	4	127	"1,912,832"	A->C	I662S (ATC->AGC) 	prc <-	carboxy-terminal protease for penicillin-binding protein 3
D127_4-3	4	127	"2,707,159"	C->T	intergenic (-35/+163)	lepA <- / <- rseC	"back-translocating elongation factor EF4, GTPase/SoxR iron-sulfur cluster reduction factor component; with RsxABCDEG"
D127_4-3	4	127	"2,799,344"	IS3 (-) +3 bp	coding (181-183/450 nt)	alaE ->	"alanine exporter, alanine-inducible, stress-responsive"
D127_4-3	4	127	"3,239,796"	A->G	intergenic (+251/-148)	alx -> / -> sstT	putative membrane-bound redox modulator/sodium:serine/threonine symporter
D127_4-3	4	127	"3,240,217"	A->G	T92A (ACC->GCC) 	sstT ->	sodium:serine/threonine symporter
D127_4-3	4	127	"3,240,940"	G->A	V333M (GTG->ATG) 	sstT ->	sodium:serine/threonine symporter
D127_4-3	4	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_4-3	4	127	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D127_4-4	4	127	"177,225"	G->A	R134C (CGT->TGT) 	yadS <-	UPF0126 family inner membrane protein
D127_4-4	4	127	"195,670"	(G)5->4	intergenic (+6/-7)	ispU -> / -> cdsA	undecaprenyl pyrophosphate synthase/CDP-diglyceride synthase
D127_4-4	4	127	"196,057"	C->T	T127T (ACC->ACT) 	cdsA ->	CDP-diglyceride synthase
D127_4-4	4	127	"197,663"	A->G	E373G (GAA->GGA) 	rseP ->	"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease"
D127_4-4	4	127	"549,904"	G->A	R93H (CGT->CAT) 	ylbF ->	putative anaerobic allantoin catabolic oxamate carbamoyltransferase; DUF2877 family protein
D127_4-4	4	127	"923,904"	G->A	G214E (GGG->GAG) 	clpA ->	"ATPase and specificity subunit of ClpA-ClpP ATP-dependent serine protease, chaperone activity"
D127_4-4	4	127	"1,125,623"	G->C	R21P (CGT->CCT) 	rimJ ->	ribosomal-protein-S5-alanine N-acetyltransferase
D127_4-4	4	127	"1,141,091"	G->A	intergenic (+105/+91)	flgL -> / <- rne	flagellar hook-filament junction protein/fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein
D127_4-4	4	127	"1,387,159"	A->G	N147S (AAC->AGC) 	tyrR ->	aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase
D127_4-4	4	127	"1,553,911"	G->A	intergenic (-73/+61)	adhP <- / <- maeA	"ethanol-active dehydrogenase/acetaldehyde-active reductase/malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)"
D127_4-4	4	127	"1,591,752"	IS2 (-) +5 bp	coding (421-425/1323 nt)	hipA <-	inactivating GltX kinase facilitating persister formation; toxin of HipAB TA pair; autokinase
D127_4-4	4	127	"1,659,121"	T->C	G351G (GGT->GGC) 	ynfE ->	"putative selenate reductase, periplasmic"
D127_4-4	4	127	"2,628,890"	G->A	L17F (CTT->TTT) 	yfgF <-	"cyclic-di-GMP phosphodiesterase, anaerobic"
D127_4-4	4	127	"2,795,436"	A->G	E395G (GAA->GGA) 	gabP ->	gamma-aminobutyrate transporter
D127_4-4	4	127	"2,942,096"	C->T	E158K (GAA->AAA) 	gcvA <-	glycine cleavage system transcriptional activator; autorepressor
D127_4-4	4	127	"2,970,653"	(T)5->4	coding (234/714 nt)	ygdQ ->	UPF0053 family inner membrane protein
D127_4-4	4	127	"3,022,991"	A->G	Y559C (TAT->TGT) 	xdhD ->	"putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding"
D127_4-4	4	127	"3,294,722"	T->C	G441G (GGT->GGC) 	lpoA ->	OM lipoprotein stimulator of MrcA transpeptidase
D127_4-4	4	127	"3,440,788"	A->G	I81T (ATC->ACC) 	rpoA <-	"RNA polymerase, alpha subunit"
D127_4-4	4	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_4-4	4	127	"4,230,124"	T->A	S7C (AGT->TGT) 	pepE <-	(alpha)-aspartyl dipeptidase
D127_4-4	4	127	"4,389,652"	C->A	G237C (GGT->TGT) 	psd <-	phosphatidylserine decarboxylase
D127_4-4	4	127	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D127_4-4	4	127	"4,429,737"	A->G	intergenic (+182/-127)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D127_4-5	4	127	"1,473,715"	G->A	pseudogene (3199/3497 nt)	ydbA ->	"pseudogene, autotransporter homolog; interrupted by IS2 and IS30"
D127_4-5	4	127	"1,781,903"	T->A	L170Q (CTG->CAG) 	ydiS ->	putative oxidoreductase
D127_4-5	4	127	"1,912,832"	A->C	I662S (ATC->AGC) 	prc <-	carboxy-terminal protease for penicillin-binding protein 3
D127_4-5	4	127	"2,561,955"	Del;2 bp	coding (331-332/369 nt)	yffN ->	CPZ-55 prophage; uncharacterized protein
D127_4-5	4	127	"2,707,159"	C->T	intergenic (-35/+163)	lepA <- / <- rseC	"back-translocating elongation factor EF4, GTPase/SoxR iron-sulfur cluster reduction factor component; with RsxABCDEG"
D127_4-5	4	127	"2,799,344"	IS3 (-) +3 bp	coding (181-183/450 nt)	alaE ->	"alanine exporter, alanine-inducible, stress-responsive"
D127_4-5	4	127	"3,239,796"	A->G	intergenic (+251/-148)	alx -> / -> sstT	putative membrane-bound redox modulator/sodium:serine/threonine symporter
D127_4-5	4	127	"3,240,217"	A->G	T92A (ACC->GCC) 	sstT ->	sodium:serine/threonine symporter
D127_4-5	4	127	"3,240,940"	G->A	V333M (GTG->ATG) 	sstT ->	sodium:serine/threonine symporter
D127_4-5	4	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_4-5	4	127	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D127_4-6	4	127	"195,670"	(G)5->4	intergenic (+6/-7)	ispU -> / -> cdsA	undecaprenyl pyrophosphate synthase/CDP-diglyceride synthase
D127_4-6	4	127	"196,057"	C->T	T127T (ACC->ACT) 	cdsA ->	CDP-diglyceride synthase
D127_4-6	4	127	"197,663"	A->G	E373G (GAA->GGA) 	rseP ->	"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease"
D127_4-6	4	127	"549,904"	G->A	R93H (CGT->CAT) 	ylbF ->	putative anaerobic allantoin catabolic oxamate carbamoyltransferase; DUF2877 family protein
D127_4-6	4	127	"1,125,623"	G->C	R21P (CGT->CCT) 	rimJ ->	ribosomal-protein-S5-alanine N-acetyltransferase
D127_4-6	4	127	"1,141,091"	G->A	intergenic (+105/+91)	flgL -> / <- rne	flagellar hook-filament junction protein/fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein
D127_4-6	4	127	"1,387,159"	A->G	N147S (AAC->AGC) 	tyrR ->	aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase
D127_4-6	4	127	"1,553,911"	G->A	intergenic (-73/+61)	adhP <- / <- maeA	"ethanol-active dehydrogenase/acetaldehyde-active reductase/malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)"
D127_4-6	4	127	"1,591,752"	IS2 (-) +5 bp	coding (421-425/1323 nt)	hipA <-	inactivating GltX kinase facilitating persister formation; toxin of HipAB TA pair; autokinase
D127_4-6	4	127	"1,659,121"	T->C	G351G (GGT->GGC) 	ynfE ->	"putative selenate reductase, periplasmic"
D127_4-6	4	127	"2,628,890"	G->A	L17F (CTT->TTT) 	yfgF <-	"cyclic-di-GMP phosphodiesterase, anaerobic"
D127_4-6	4	127	"2,795,436"	A->G	E395G (GAA->GGA) 	gabP ->	gamma-aminobutyrate transporter
D127_4-6	4	127	"2,942,096"	C->T	E158K (GAA->AAA) 	gcvA <-	glycine cleavage system transcriptional activator; autorepressor
D127_4-6	4	127	"2,970,653"	(T)5->4	coding (234/714 nt)	ygdQ ->	UPF0053 family inner membrane protein
D127_4-6	4	127	"3,022,991"	A->G	Y559C (TAT->TGT) 	xdhD ->	"putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding"
D127_4-6	4	127	"3,294,722"	T->C	G441G (GGT->GGC) 	lpoA ->	OM lipoprotein stimulator of MrcA transpeptidase
D127_4-6	4	127	"3,440,788"	A->G	I81T (ATC->ACC) 	rpoA <-	"RNA polymerase, alpha subunit"
D127_4-6	4	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_4-6	4	127	"4,230,124"	T->A	S7C (AGT->TGT) 	pepE <-	(alpha)-aspartyl dipeptidase
D127_4-6	4	127	"4,389,652"	C->A	G237C (GGT->TGT) 	psd <-	phosphatidylserine decarboxylase
D127_4-6	4	127	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D127_4-6	4	127	"4,429,737"	A->G	intergenic (+182/-127)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D127_4-7	4	127	"122,344"	C->T	P85S (CCG->TCG) 	pdhR ->	pyruvate dehydrogenase complex repressor; autorepressor
D127_4-7	4	127	"140,397"	T->C	T277A (ACC->GCC) 	gcd <-	glucose dehydrogenase
D127_4-7	4	127	"1,069,635"	T->C	T69A (ACG->GCG) 	rutG <-	pyrimidine permease
D127_4-7	4	127	"1,267,133"	G->A	G70G (GGG->GGA) 	ychQ ->	SIRB family inner membrane protein
D127_4-7	4	127	"1,302,000"	C->A	S273R (AGC->AGA) 	oppA ->	oligopeptide transporter subunit
D127_4-7	4	127	"1,712,661"	A->T	intergenic (+503/-108)	nth -> / -> dtpA	DNA glycosylase and apyrimidinic (AP) lyase (endonuclease III)/dipeptide and tripeptide permease A
D127_4-7	4	127	"1,769,479"	A->G	T136A (ACG->GCG) 	ydiK ->	UPF0118 family inner membrane protein
D127_4-7	4	127	"1,915,363"	G->A	R58* (CGA->TGA) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D127_4-7	4	127	"2,969,984"	G->A	W108* (TGG->TAG) 	mutH ->	methyl-directed mismatch repair protein
D127_4-7	4	127	"3,054,959"	G->T	I162I (ATC->ATA) 	ygfB <-	UPF0149 family protein
D127_4-7	4	127	"3,474,032"	T->C	K17R (AAG->AGG) 	rpsG <-	30S ribosomal subunit protein S7
D127_4-7	4	127	"3,728,118"	(C)8->9	coding (1254/1455 nt)	xylB <-	xylulokinase
D127_4-7	4	127	"4,022,428"	C->T	L71F (CTC->TTC) 	tatB ->	TatABCE protein translocation system subunit
D127_4-7	4	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_4-7	4	127	"4,539,583"	(T)7->8	intergenic (-82/-1374)	nanC <- / -> fimB	N-acetylnuraminic acid outer membrane channel protein/tyrosine recombinase/inversion of on/off regulator of fimA
D127_4-8	4	127	"1,473,715"	G->A	pseudogene (3199/3497 nt)	ydbA ->	"pseudogene, autotransporter homolog; interrupted by IS2 and IS30"
D127_4-8	4	127	"1,915,558"	IS2 (+) +5 bp	intergenic (-24/+69)	proQ <- / <- msrC	"RNA chaperone, putative ProP translation regulator/free methionine-(R)-sulfoxide reductase"
D127_4-8	4	127	"3,239,796"	A->G	intergenic (+251/-148)	alx -> / -> sstT	putative membrane-bound redox modulator/sodium:serine/threonine symporter
D127_4-8	4	127	"3,240,217"	A->G	T92A (ACC->GCC) 	sstT ->	sodium:serine/threonine symporter
D127_4-8	4	127	"3,240,940"	G->A	V333M (GTG->ATG) 	sstT ->	sodium:serine/threonine symporter
D127_4-8	4	127	"3,780,145"	A->G	T107A (ACG->GCG) 	lldD ->	"L-lactate dehydrogenase, FMN-linked"
D127_4-8	4	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_4-8	4	127	"4,365,823"	C->T	W317* (TGG->TGA) 	dcuA <-	C4-dicarboxylate antiporter
D127_4-8	4	127	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D127_4-9	4	127	"1,473,715"	G->A	pseudogene (3199/3497 nt)	ydbA ->	"pseudogene, autotransporter homolog; interrupted by IS2 and IS30"
D127_4-9	4	127	"1,912,832"	A->C	I662S (ATC->AGC) 	prc <-	carboxy-terminal protease for penicillin-binding protein 3
D127_4-9	4	127	"2,707,159"	C->T	intergenic (-35/+163)	lepA <- / <- rseC	"back-translocating elongation factor EF4, GTPase/SoxR iron-sulfur cluster reduction factor component; with RsxABCDEG"
D127_4-9	4	127	"2,799,344"	IS3 (-) +3 bp	coding (181-183/450 nt)	alaE ->	"alanine exporter, alanine-inducible, stress-responsive"
D127_4-9	4	127	"3,239,796"	A->G	intergenic (+251/-148)	alx -> / -> sstT	putative membrane-bound redox modulator/sodium:serine/threonine symporter
D127_4-9	4	127	"3,240,217"	A->G	T92A (ACC->GCC) 	sstT ->	sodium:serine/threonine symporter
D127_4-9	4	127	"3,240,940"	G->A	V333M (GTG->ATG) 	sstT ->	sodium:serine/threonine symporter
D127_4-9	4	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_4-9	4	127	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D127_4-10	4	127	"122,344"	C->T	P85S (CCG->TCG) 	pdhR ->	pyruvate dehydrogenase complex repressor; autorepressor
D127_4-10	4	127	"140,397"	T->C	T277A (ACC->GCC) 	gcd <-	glucose dehydrogenase
D127_4-10	4	127	"1,069,635"	T->C	T69A (ACG->GCG) 	rutG <-	pyrimidine permease
D127_4-10	4	127	"1,267,133"	G->A	G70G (GGG->GGA) 	ychQ ->	SIRB family inner membrane protein
D127_4-10	4	127	"1,302,000"	C->A	S273R (AGC->AGA) 	oppA ->	oligopeptide transporter subunit
D127_4-10	4	127	"1,712,661"	A->T	intergenic (+503/-108)	nth -> / -> dtpA	DNA glycosylase and apyrimidinic (AP) lyase (endonuclease III)/dipeptide and tripeptide permease A
D127_4-10	4	127	"1,769,479"	A->G	T136A (ACG->GCG) 	ydiK ->	UPF0118 family inner membrane protein
D127_4-10	4	127	"1,915,363"	G->A	R58* (CGA->TGA) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D127_4-10	4	127	"2,969,984"	G->A	W108* (TGG->TAG) 	mutH ->	methyl-directed mismatch repair protein
D127_4-10	4	127	"3,054,959"	G->T	I162I (ATC->ATA) 	ygfB <-	UPF0149 family protein
D127_4-10	4	127	"3,474,032"	T->C	K17R (AAG->AGG) 	rpsG <-	30S ribosomal subunit protein S7
D127_4-10	4	127	"3,728,118"	(C)8->9	coding (1254/1455 nt)	xylB <-	xylulokinase
D127_4-10	4	127	"4,022,428"	C->T	L71F (CTC->TTC) 	tatB ->	TatABCE protein translocation system subunit
D127_4-10	4	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_4-10	4	127	"4,539,583"	(T)7->8	intergenic (-82/-1374)	nanC <- / -> fimB	N-acetylnuraminic acid outer membrane channel protein/tyrosine recombinase/inversion of on/off regulator of fimA
							
a Clone name							
b Population number							
c Nucleic acid change							
d Amino acid change							
e Name and direction of the gene modified (mutations in coding region) or names and directions of the genes upstream and downstream to the mutation (intergenic mutations).							
