clonea	popb	day	locus	n.a. changec	a.a. changed	genee	annotation
D127_2-3	2	127	"3,239,796"	A->G	intergenic (+251/-148)	alx -> / -> sstT	putative membrane-bound redox modulator/sodium:serine/threonine symporter
D127_2-3	2	127	"3,240,844"	G->A	A301T (GCG->ACG) 	sstT ->	sodium:serine/threonine symporter
D127_2-3	2	127	"3,440,167"	T->C	E288G (GAG->GGG) 	rpoA <-	"RNA polymerase, alpha subunit"
D127_2-3	2	127	"3,968,609"	C->T	L232F (CTC->TTC) 	wecA ->	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase
D127_2-3	2	127	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D127_2-3	2	127	"4,171,557"	C->G	intergenic (+13/-80)	rrlB -> / -> rrfB	23S ribosomal RNA of rrnB operon/5S ribosomal RNA of rrnB operon
D127_2-3	2	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_2-3	2	127	"4,290,738"	A->G	Y88C (TAC->TGC) 	nrfD ->	"formate-dependent nitrite reductase, membrane subunit"
D127_2-4	2	127	"1,080,149"	T->A	L282Q (CTG->CAG) 	putP ->	proline:sodium symporter
D127_2-4	2	127	"1,494,485"	C->T	R196Q (CGG->CAG) 	ydcI <-	putative DNA-binding transcriptional regulator
D127_2-4	2	127	"1,915,141"	C->A	E132* (GAA->TAA) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D127_2-4	2	127	"2,312,633"	IS2 (-) +5 bp	coding (113-117/1104 nt)	ompC <-	outer membrane porin protein C
D127_2-4	2	127	"3,050,808"	C->A	intergenic (-141/+307)	gcvT <- / <- ubiI	"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex/2-octaprenylphenol hydroxylase, FAD-dependent"
D127_2-4	2	127	"3,486,285"	G->A	E56K (GAG->AAG) 	crp ->	"cAMP-activated global transcription factor, mediator of catabolite repression"
D127_2-4	2	127	"3,707,549"	A->T	Y53N (TAT->AAT) 	dppA <-	dipeptide transporter
D127_2-4	2	127	"4,186,631"	A->T	T428S (ACT->TCT) 	rpoC ->	"RNA polymerase, beta prime subunit"
D127_2-5	2	127	"882,206"	IS1 (+) +9 bp	coding (521-529/759 nt)	deoR <-	deoxyribose-5-phosphate-inducible deoxyribose operon transcriptional repressor; repressor of nupG and tsx
D127_2-5	2	127	"916,573"	G->A	G34D (GGT->GAT) 	ybjD ->	putative OLD family ATP-dependent endonuclease; DUF2813 family protein
D127_2-5	2	127	"1,553,911"	G->A	intergenic (-73/+61)	adhP <- / <- maeA	"ethanol-active dehydrogenase/acetaldehyde-active reductase/malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)"
D127_2-5	2	127	"4,123,705"	C->T	C251Y (TGC->TAC) 	cytR <-	Anti-activator for CytR-CRP nucleoside utilization regulon
D127_2-6	2	127	"882,206"	IS1 (+) +9 bp	coding (521-529/759 nt)	deoR <-	deoxyribose-5-phosphate-inducible deoxyribose operon transcriptional repressor; repressor of nupG and tsx
D127_2-6	2	127	"916,573"	G->A	G34D (GGT->GAT) 	ybjD ->	putative OLD family ATP-dependent endonuclease; DUF2813 family protein
D127_2-6	2	127	"1,553,911"	G->A	intergenic (-73/+61)	adhP <- / <- maeA	"ethanol-active dehydrogenase/acetaldehyde-active reductase/malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)"
D127_2-6	2	127	"4,123,705"	C->T	C251Y (TGC->TAC) 	cytR <-	Anti-activator for CytR-CRP nucleoside utilization regulon
D127_2-7	2	127	"1,076,997"	C->T	R629H (CGC->CAC) 	putA <-	fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
D127_2-7	2	127	"1,080,149"	T->A	L282Q (CTG->CAG) 	putP ->	proline:sodium symporter
D127_2-7	2	127	"1,397,239"	"Del;27,626 bp"	IS5-mediated	ynaJ-[trkG]	"<i title=""ynaJ, uspE, fnr, ogt, abgT, abgB, abgA, abgR, smrA, ydaM, ydaN, dbpA, ttcA, intR, ydaQ, rcbA, ralR, recT, recE, racC, ydaE, kilR, sieB, ydaF, ydaG, racR, ydaS, ydaT, ydaU, ydaV, ydaW, rzpR, rzoR, [trkG]""><b>34 genes</b> <noscript>Javascript Disabled: All genes shown.<br></noscript><noscript>ynaJ, uspE, fnr, ogt, abgT, abgB, abgA, abgR, smrA, ydaM, ydaN, dbpA, ttcA, intR, ydaQ, rcbA, ralR, recT, recE, racC, ydaE, kilR, sieB, ydaF, ydaG, racR, ydaS, ydaT, ydaU, ydaV, ydaW, rzpR, rzoR, [trkG]</noscript><div id=""gene_hide_DEL_3"" class=""hidden"">ynaJ, uspE, fnr, ogt, abgT, abgB, abgA, abgR, smrA, ydaM, ydaN, dbpA, ttcA, intR, ydaQ, rcbA, ralR, recT, recE, racC, ydaE, kilR, sieB, ydaF, ydaG, racR, ydaS, ydaT, ydaU, ydaV, ydaW, rzpR, rzoR, [trkG]</div><input id=""gene_hide_DEL_3_button"" type=""button"" onclick=""hideTog('gene_hide_DEL_3');showTog('gene_hide_DEL_3_button')"" value=""Show"" />"
D127_2-7	2	127	"1,494,485"	C->T	R196Q (CGG->CAG) 	ydcI <-	putative DNA-binding transcriptional regulator
D127_2-7	2	127	"1,915,141"	C->A	E132* (GAA->TAA) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D127_2-7	2	127	"3,050,808"	C->A	intergenic (-141/+307)	gcvT <- / <- ubiI	"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex/2-octaprenylphenol hydroxylase, FAD-dependent"
D127_2-7	2	127	"3,486,285"	G->A	E56K (GAG->AAG) 	crp ->	"cAMP-activated global transcription factor, mediator of catabolite repression"
D127_2-7	2	127	"4,186,631"	A->T	T428S (ACT->TCT) 	rpoC ->	"RNA polymerase, beta prime subunit"
D127_2-8	2	127	"1,080,149"	T->A	L282Q (CTG->CAG) 	putP ->	proline:sodium symporter
D127_2-8	2	127	"1,080,197"	A->T	D298V (GAT->GTT) 	putP ->	proline:sodium symporter
D127_2-8	2	127	"1,398,424"	G->A	Q67* (CAG->TAG) 	uspE <-	stress-induced protein
D127_2-8	2	127	"1,494,485"	C->T	R196Q (CGG->CAG) 	ydcI <-	putative DNA-binding transcriptional regulator
D127_2-8	2	127	"1,915,141"	C->A	E132* (GAA->TAA) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D127_2-8	2	127	"3,050,808"	C->A	intergenic (-141/+307)	gcvT <- / <- ubiI	"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex/2-octaprenylphenol hydroxylase, FAD-dependent"
D127_2-8	2	127	"3,486,285"	G->A	E56K (GAG->AAG) 	crp ->	"cAMP-activated global transcription factor, mediator of catabolite repression"
D127_2-8	2	127	"4,186,631"	A->T	T428S (ACT->TCT) 	rpoC ->	"RNA polymerase, beta prime subunit"
D127_2-11	2	127	"31,838"	G->A	G341D (GGC->GAC) 	carB ->	carbamoyl-phosphate synthase large subunit
D127_2-11	2	127	"92,615"	T->C	Y401Y (TAT->TAC) 	ftsI ->	transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)
D127_2-11	2	127	"177,719"	Del;1 bp	coding (744/801 nt)	btuF <-	vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily
D127_2-11	2	127	"216,612"	A->G	V131A (GTC->GCC) 	yaeF <-	putative lipoprotein
D127_2-11	2	127	"223,589"	G->A	intergenic (+181/-182)	gmhB -> / -> rrsH	"D,D-heptose 1,7-bisphosphate phosphatase/16S ribosomal RNA of rrnH operon"
D127_2-11	2	127	"236,605"	G->A	G180D (GGT->GAT) 	dnaQ ->	DNA polymerase III epsilon subunit
D127_2-11	2	127	"259,092"	T->C	I337V (ATT->GTT) 	phoE <-	outer membrane phosphoporin protein E
D127_2-11	2	127	"306,379"	C->T	V147M (GTG->ATG) 	ecpD <-	polymerized tip adhesin of ECP fibers
D127_2-11	2	127	"309,258"	G->A	P25P (CCC->CCT) 	ecpC <-	ECP production outer membrane protein
D127_2-11	2	127	"336,029"	G->A	Q35Q (CAG->CAA) 	yahE ->	DUF2877 family protein
D127_2-11	2	127	"378,390"	T->C	intergenic (-22/+72)	frmB <- / <- frmA	S-formylglutathione hydrolase/alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase
D127_2-11	2	127	"408,427"	C->T	A84V (GCC->GTC) 	yaiE ->	UPF0345 family protein
D127_2-11	2	127	"413,901"	C->T	R618Q (CGG->CAG) 	sbcC <-	"exonuclease, dsDNA, ATP-dependent"
D127_2-11	2	127	"474,077"	G->A	G371D (GGC->GAC) 	amtB ->	ammonium transporter
D127_2-11	2	127	"508,648"	C->G	intergenic (+89/+227)	ybaQ -> / <- copA	putative DNA-binding transcriptional regulator/copper transporter
D127_2-11	2	127	"572,375"	IS2 (+) +5 bp	coding (8-12/102 nt)	ylcH ->	"uncharacterized protein, DLP12 prophage"
D127_2-11	2	127	"609,662"	Del;1 bp	coding (418/621 nt)	entD <-	phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex
D127_2-11	2	127	"845,503"	A->G	intergenic (-23/+238)	ybiO <- / <- glnQ	"mechanosensitive channel protein, intermediate conductance/glutamine transporter subunit"
D127_2-11	2	127	"1,087,564"	G->A	H95Y (CAC->TAC) 	pgaC <-	"biofilm PGA synthase PgaCD, catalytic subunit; poly-beta-1,6-N-acetyl-D-glucosamine synthase; c-di-GMP-stimulated activity and dimerization"
D127_2-11	2	127	"1,126,044"	Del;1 bp	coding (483/585 nt)	rimJ ->	ribosomal-protein-S5-alanine N-acetyltransferase
D127_2-11	2	127	"1,190,496"	T->C	intergenic (-49/+120)	phoP <- / <- purB	response regulator in two-component regulatory system with PhoQ/adenylosuccinate lyase
D127_2-11	2	127	"1,275,727"	C->T	V35I (GTT->ATT) 	narL <-	response regulator in two-component regulatory system with NarX (or NarQ)
D127_2-11	2	127	"1,420,793"	(G)6->5	coding (110/423 nt)	ydaT ->	Rac prophage; uncharacterized protein
D127_2-11	2	127	"1,488,710"	C->T	A160V (GCC->GTC) 	aldA ->	"aldehyde dehydrogenase A, NAD-linked"
D127_2-11	2	127	"1,494,481"	C->T	V197V (GTG->GTA) 	ydcI <-	putative DNA-binding transcriptional regulator
D127_2-11	2	127	"1,668,953"	G->A	R214* (CGA->TGA) 	ynfL <-	LysR family putative transcriptional regulator
D127_2-11	2	127	"1,715,617"	T->C	E91E (GAA->GAG) 	pdxY <-	pyridoxamine kinase
D127_2-11	2	127	"1,726,000"	A->G	intergenic (-80/-23)	ydhL <- / -> nemR	"DUF1289 family protein/transcriptional repressor for the nemRA-gloA operon, quinone-, glyoxal-, and HOCl-activated"
D127_2-11	2	127	"1,738,094"	(A)7->8	coding (251/1026 nt)	purR ->	"transcriptional repressor, hypoxanthine-binding"
D127_2-11	2	127	"1,913,429"	T->C	D463G (GAT->GGT) 	prc <-	carboxy-terminal protease for penicillin-binding protein 3
D127_2-11	2	127	"1,958,447"	(A)7->6	intergenic (-315/+73)	torY <- / <- cutC	"TMAO reductase III (TorYZ), cytochrome c-type subunit/copper homeostasis protein"
D127_2-11	2	127	"2,087,287"	(G)7->8	intergenic (-173/+42)	yoeI <- / <- yeeY	uncharacterized protein/LysR family putative transcriptional regulator
D127_2-11	2	127	"2,330,939"	T->C	pseudogene (3464/4605 nt)	yfaS <-	"pseudogene, bacterial alpha2-macroglobulin YfaS variant family; putative membrane protein"
D127_2-11	2	127	"2,350,406"	G->A	D202D (GAC->GAT) 	glpQ <-	periplasmic glycerophosphodiester phosphodiesterase
D127_2-11	2	127	"2,543,564"	C->T	intergenic (-36/+268)	cysP <- / <- ucpA	"thiosulfate-binding protein/furfural resistance protein, putative short-chain oxidoreductase"
D127_2-11	2	127	"2,609,177"	G->A	G231S (GGC->AGC) 	hyfG ->	"hydrogenase 4, subunit"
D127_2-11	2	127	"2,814,575"	G->A	I53I (ATC->ATT) 	luxS <-	S-ribosylhomocysteine lyase
D127_2-11	2	127	"2,820,313"	T->C	T567A (ACG->GCG) 	alaS <-	alanyl-tRNA synthetase
D127_2-11	2	127	"2,853,164"	T->C	C343C (TGT->TGC) 	hypD ->	hydrogenase maturation protein
D127_2-11	2	127	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D127_2-11	2	127	"2,942,901"	(T)8->7	intergenic (-334/+17)	gcvA <- / <- ygdI	glycine cleavage system transcriptional activator; autorepressor/DUF903 family verified lipoprotein
D127_2-11	2	127	"2,945,443"	G->A	P134S (CCC->TCC) 	tcdA <-	tRNA threonylcarbamoyladenosine dehydratase; sulfur acceptor for CsdA
D127_2-11	2	127	"2,972,909"	(C)6->7	coding (954/1194 nt)	lplT <-	lysophospholipid transporter
D127_2-11	2	127	"3,070,628"	G->T	A206E (GCA->GAA) 	fbaA <-	"fructose-bisphosphate aldolase, class II"
D127_2-11	2	127	"3,212,887"	G->A	intergenic (+35/-160)	dnaG -> / -> rpoD	"DNA primase/RNA polymerase, sigma 70 (sigma D) factor"
D127_2-11	2	127	"3,236,513"	T->C	intergenic (+50/-27)	ygjP -> / -> ygjQ	putative metal dependent hydrolase/DUF218 superfamily protein
D127_2-11	2	127	"3,274,885"	(T)7->6	coding (23/1335 nt)	garP <-	putative (D)-galactarate transporter
D127_2-11	2	127	"3,416,086"	T->C	F352L (TTC->CTC) 	acrF ->	multidrug efflux system protein
D127_2-11	2	127	"3,447,464"	T->C	T102A (ACT->GCT) 	rplX <-	50S ribosomal subunit protein L24
D127_2-11	2	127	"3,615,927"	T->C	N229N (AAT->AAC) 	nikB ->	nickel transporter subunit
D127_2-11	2	127	"3,811,191"	(G)5->4	intergenic (-39/+59)	mutM <- / <- rpmG	formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase/50S ribosomal subunit protein L33
D127_2-11	2	127	"3,814,451"	G->A	intergenic (+64/-43)	dut -> / -> slmA	"deoxyuridinetriphosphatase/nucleoid occlusion factor, anti-FtsZ division inhibitor"
D127_2-11	2	127	"3,815,676"	G->A	S31S (AGC->AGT) 	pyrE <-	orotate phosphoribosyltransferase
D127_2-11	2	127	"3,825,186"	T->C	T224T (ACT->ACC) 	trmH ->	"tRNA mG18-2'-O-methyltransferase, SAM-dependent"
D127_2-11	2	127	"3,842,847"	T->C	T315A (ACT->GCT) 	yicO <-	putative adenine permease
D127_2-11	2	127	"3,857,489"	T->C	T306A (ACC->GCC) 	yidJ <-	sulfatase/phosphatase superfamily protein
D127_2-11	2	127	"3,873,484"	T->C	P43P (CCA->CCG) 	dgoA <-	2-oxo-3-deoxygalactonate 6-phosphate aldolase
D127_2-11	2	127	"3,874,583"	T->C	Q193R (CAG->CGG) 	dgoR <-	putative DNA-binding transcriptional regulator
D127_2-11	2	127	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D127_2-11	2	127	"4,029,445"	A->G	G509G (GGT->GGC) 	fadB <-	fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase
D127_2-11	2	127	"4,082,907"	A->G	G972G (GGT->GGC) 	fdoG <-	"formate dehydrogenase-O, large subunit"
D127_2-11	2	127	"4,088,772"	T->A	T362S (ACT->TCT) 	frvR <-	putative frv operon regulator; contains a PTS EIIA domain
D127_2-11	2	127	"4,181,885"	A->G	N214S (AAC->AGC) 	rpoB ->	"RNA polymerase, beta subunit"
D127_2-11	2	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_2-11	2	127	"4,200,176"	(G)6->7	intergenic (+82/-105)	yjaG -> / -> hupA	"DUF416 domain protein/HU, DNA-binding transcriptional regulator, alpha subunit"
D127_2-11	2	127	"4,217,498"	T->C	R130R (CGT->CGC) 	aceA ->	isocitrate lyase
D127_2-11	2	127	"4,224,879"	G->A	G351D (GGC->GAC) 	metH ->	"homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent"
D127_2-11	2	127	"4,290,956"	(G)5->4	coding (481/957 nt)	nrfD ->	"formate-dependent nitrite reductase, membrane subunit"
D127_2-11	2	127	"4,299,633"	G->A	I466I (ATC->ATT) 	mdtP <-	outer membrane factor of efflux pump
D127_2-11	2	127	"4,361,448"	(A)8->7	coding (487/1539 nt)	cadC <-	cadBA operon transcriptional activator
D127_2-11	2	127	"4,362,786"	C->T	A175T (GCG->ACG) 	yjdC <-	putative transcriptional regulator
D127_2-11	2	127	"4,363,658"	G->A	A462V (GCG->GTG) 	dsbD <-	fused thiol:disulfide interchange protein: activator of DsbC/conserved protein
D127_2-11	2	127	"4,366,717"	(C)6->7	coding (57/1302 nt)	dcuA <-	C4-dicarboxylate antiporter
D127_2-11	2	127	"4,429,737"	A->G	intergenic (+182/-127)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D127_2-11	2	127	"4,429,826"	A->G	intergenic (+271/-38)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D127_2-11	2	127	"4,429,862"	(A)7->6	intergenic (+307/-2)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D127_2-11	2	127	"4,512,160"	A->G	I85I (ATT->ATC) 	fecD <-	iron-dicitrate transporter subunit
D127_2-11	2	127	"4,564,609"	A->G	R27R (CGT->CGC) 	yjiL <-	"putative ATPase, activator of (R)-hydroxyglutaryl-CoA dehydratase"
D127_2-11	2	127	"4,607,730"	A->G	intergenic (-30/-73)	rsmC <- / -> holD	"16S rRNA m(2)G1207 methyltransferase, SAM-dependent/DNA polymerase III, psi subunit"
D127_2-12	2	127	"14,076"	(A)6->5	coding (1914/1917 nt)	dnaK ->	"chaperone Hsp70, with co-chaperone DnaJ"
D127_2-12	2	127	"22,409"	A->G	T7A (ACC->GCC) 	ileS ->	isoleucyl-tRNA synthetase
D127_2-12	2	127	"36,588"	(A)7->6	coding (1237/1554 nt)	caiC <-	putative crotonobetaine/carnitine-CoA ligase
D127_2-12	2	127	"59,035"	T->C	pseudogene (562/579 nt)	yabP ->	"pseudogene, pentapeptide repeats-containing"
D127_2-12	2	127	"111,436"	C->T	intergenic (+3/+213)	mutT -> / <- yacG	"nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP/DNA gyrase inhibitor"
D127_2-12	2	127	"130,331"	(ATG)4->3	coding (928-930/1854 nt)	yacH <-	uncharacterized protein
D127_2-12	2	127	"132,658"	T->C	I348I (ATT->ATC) 	acnB ->	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
D127_2-12	2	127	"199,992"	G->A	E689K (GAA->AAA) 	bamA ->	BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor
D127_2-12	2	127	"209,987"	(T)6->5	coding (309/2142 nt)	ldcC ->	"lysine decarboxylase 2, constitutive"
D127_2-12	2	127	"215,251"	A->G	E140G (GAA->GGA) 	arfB ->	"alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached"
D127_2-12	2	127	"236,394"	G->A	E110K (GAG->AAG) 	dnaQ ->	DNA polymerase III epsilon subunit
D127_2-12	2	127	"238,294"	C->T	G148E (GGA->GAA) 	ykfM <-	"lethality reduction protein, putative inner membrane protein"
D127_2-12	2	127	"270,243"	T->C	intergenic (-61/-35)	perR <- / -> insN	"CP4-6 prophage; putative DNA-binding transcriptional regulator/pseudogene, IS911 transposase A;IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related"
D127_2-12	2	127	"282,080"	C->T	intergenic (-97/-198)	yagA <- / -> yagE	CP4-6 prophage; putative DNA-binding transcriptional regulator/2-keto-3-deoxy gluconate (KDG) aldolase; CP4-6 prophage
D127_2-12	2	127	"361,409"	G->A	T151I (ACC->ATC) 	lacA <-	thiogalactoside acetyltransferase
D127_2-12	2	127	"380,022"	(G)10->9	intergenic (-141/+47)	frmR <- / <- yaiO	regulator protein that represses frmRAB operon/outer membrane protein
D127_2-12	2	127	"400,389"	C->T	G179R (GGG->AGG) 	ddlA <-	D-alanine-D-alanine ligase A
D127_2-12	2	127	"412,546"	A->G	intergenic (-65/+61)	araJ <- / <- sbcC	"arabinose-inducible putative transporter, MFS family/exonuclease, dsDNA, ATP-dependent"
D127_2-12	2	127	"420,492"	C->T	A301V (GCT->GTT) 	brnQ ->	"branched-chain amino acid transport system 2 carrier protein; LIV-II transport system for Ile, Leu, and Val"
D127_2-12	2	127	"434,621"	Del;1 bp	intergenic (+63/-26)	ribD -> / -> ribE	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase/riboflavin synthase beta chain
D127_2-12	2	127	"436,313"	C->T	A227V (GCC->GTC) 	thiL ->	thiamine monophosphate kinase
D127_2-12	2	127	"458,752"	Del;1 bp	intergenic (+52/-136)	clpX -> / -> lon	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease/DNA-binding ATP-dependent protease La
D127_2-12	2	127	"512,339"	C->T	Y233Y (TAC->TAT) 	glsA ->	glutaminase 1
D127_2-12	2	127	"524,511"	(A)6->7	coding (1251/4281 nt)	rhsD ->	Rhs family putative polymorphic toxin
D127_2-12	2	127	"541,394"	A->G	Y277C (TAT->TGT) 	ybbY ->	putative uracil/xanthine transporter
D127_2-12	2	127	"564,105"	(A)6->7	coding (376/633 nt)	sfmZ <-	response regulator family protein
D127_2-12	2	127	"570,667"	C->T	intergenic (+239/-226)	ybcK -> / -> ybcL	"DLP12 prophage; putative recombinase/inactive polymorphonuclear leukocyte migration suppressor; DLP12 prophage; secreted protein, UPF0098 family"
D127_2-12	2	127	"589,030"	T->C	E642G (GAA->GGA) 	nfrA <-	"bacteriophage N4 receptor, outer membrane subunit"
D127_2-12	2	127	"604,406"	T->C	V86V (GTA->GTG) 	ybdG <-	"mechanosensitive channel protein, miniconductance"
D127_2-12	2	127	"605,367"	(T)6->7	coding (58/654 nt)	nfsB <-	"dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive"
D127_2-12	2	127	"605,814"	G->A	P25S (CCT->TCT) 	ybdF <-	DUF419 family protein
D127_2-12	2	127	"641,580"	T->C	E96E (GAA->GAG) 	uspG <-	universal stress protein UP12
D127_2-12	2	127	"656,097"	G->A	intergenic (-129/-460)	dcuC <- / -> pagP	anaerobic C4-dicarboxylate transport/phospholipid:lipid A palmitoyltransferase
D127_2-12	2	127	"667,411"	G->A	S269S (AGC->AGT) 	mrdA <-	transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2)
D127_2-12	2	127	"685,423"	G->A	T169T (ACC->ACT) 	gltK <-	"glutamate, aspartate ABC transporter permease subunit"
D127_2-12	2	127	"686,154"	C->T	M172I (ATG->ATA) 	gltJ <-	"glutamate, aspartate ABC transporter permease subunit"
D127_2-12	2	127	"689,114"	C->T	intergenic (-101/+229)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D127_2-12	2	127	"698,398"	G->A	R260R (CGC->CGT) 	asnB <-	asparagine synthetase B
D127_2-12	2	127	"721,124"	C->T	E204K (GAA->AAA) 	kdpE <-	response regulator in two-component regulatory system with KdpD
D127_2-12	2	127	"727,106"	Del;1 bp	coding (1627/1674 nt)	kdpA <-	"potassium translocating ATPase, subunit A"
D127_2-12	2	127	"727,462"	G->A	T424I (ACC->ATC) 	kdpA <-	"potassium translocating ATPase, subunit A"
D127_2-12	2	127	"749,529"	(T)5->4	coding (179/729 nt)	ybgP <-	putative periplasmic pilin chaperone
D127_2-12	2	127	"750,509"	A->G	L554P (CTC->CCC) 	ybgQ <-	putative outer membrane protein
D127_2-12	2	127	"779,270"	C->T	N68N (AAC->AAT) 	pal ->	peptidoglycan-associated outer membrane lipoprotein
D127_2-12	2	127	"808,960"	G->T	P100T (CCG->ACG) 	bioA <-	"7,8-diaminopelargonic acid synthase, PLP-dependent"
D127_2-12	2	127	"845,413"	C->T	G23D (GGC->GAC) 	ybiO <-	"mechanosensitive channel protein, intermediate conductance"
D127_2-12	2	127	"865,166"	Del;1 bp	coding (1199/1236 nt)	moeA <-	molybdopterin molybdenumtransferase; molybdopterin biosynthesis protein
D127_2-12	2	127	"884,345"	(G)5->4	coding (673/1233 nt)	mdfA ->	multidrug efflux system protein
D127_2-12	2	127	"907,880"	C->T	E135K (GAA->AAA) 	ybjT <-	putative NAD-dependent oxidoreductase
D127_2-12	2	127	"949,557"	A->G	N4N (AAT->AAC) 	ycaN <-	LysR family putative transcriptional regulator
D127_2-12	2	127	"954,819"	Del;1 bp	intergenic (-353/+53)	focA <- / <- ycaO	formate channel/ribosomal protein S12 methylthiotransferase accessory factor
D127_2-12	2	127	"1,020,252"	(A)8->7	intergenic (-199/+158)	ompA <- / <- sulA	outer membrane protein A (3a;II*;G;d)/SOS cell division inhibitor
D127_2-12	2	127	"1,026,812"	(C)6->5	coding (204/459 nt)	mgsA <-	methylglyoxal synthase
D127_2-12	2	127	"1,055,584"	A->G	Y199H (TAT->CAT) 	torS <-	hybrid sensory histidine kinase in two-component regulatory system with TorR
D127_2-12	2	127	"1,063,236"	C->T	G180G (GGG->GGA) 	cbpA <-	DnaK co-chaperone; curved DNA-binding protein
D127_2-12	2	127	"1,084,600"	(G)5->4	coding (1225/1272 nt)	efeB ->	"deferrrochelatase, periplasmic"
D127_2-12	2	127	"1,098,010"	C->T	A42V (GCT->GTT) 	ghrA ->	glyoxylate/hydroxypyruvate reductase A
D127_2-12	2	127	"1,106,830"	C->T	P159L (CCA->CTA) 	clsC ->	stationary phase cardiolipin synthase 3
D127_2-12	2	127	"1,126,087"	C->T	Q176* (CAA->TAA) 	rimJ ->	ribosomal-protein-S5-alanine N-acetyltransferase
D127_2-12	2	127	"1,129,435"	G->T	G132G (GGC->GGA) 	flgN <-	export chaperone for FlgK and FlgL
D127_2-12	2	127	"1,175,325"	(G)5->4	intergenic (-160/-102)	ycfT <- / -> lolC	inner membrane protein/lipoprotein-releasing system transmembrane protein
D127_2-12	2	127	"1,181,144"	C->T	E42K (GAA->AAA) 	ycfZ <-	inner membrane protein
D127_2-12	2	127	"1,205,425"	Del;1 bp	pseudogene (1022/1134 nt)	aaaE ->	"pseudogene, phage terminase protein A family, e14 prophage;Phage or Prophage Related"
D127_2-12	2	127	"1,219,680"	T->C	pseudogene (80/2648 nt)	ycgH ->	pseudogene; putative ATP-binding component of a transport system
D127_2-12	2	127	"1,240,077"	A->G	intergenic (+128/+258)	dadX -> / <- cvrA	"alanine racemase, catabolic, PLP-binding/putative cation/proton antiporter"
D127_2-12	2	127	"1,266,037"	A->G	E342E (GAA->GAG) 	prfA ->	peptide chain release factor RF-1
D127_2-12	2	127	"1,289,229"	 +G	intergenic (-97/-16)	ychJ <- / -> rssA	UPF0225 family protein/putative patatin-like family phospholipase
D127_2-12	2	127	"1,289,758"	(G)5->4	coding (514/906 nt)	rssA ->	putative patatin-like family phospholipase
D127_2-12	2	127	"1,318,591"	G->T	L400I (CTT->ATT) 	trpC <-	fused indole-3-glycerolphosphate synthetase/N-(5-phosphoribosyl)anthranilate isomerase
D127_2-12	2	127	"1,322,504"	C->T	G148D (GGC->GAC) 	trpE <-	component I of anthranilate synthase
D127_2-12	2	127	"1,322,670"	C->T	E93K (GAA->AAA) 	trpE <-	component I of anthranilate synthase
