"ECB_00737"	"ECB_01992"	"ECB_02012"	"ECB_02797"	"ECB_02816"	"ECB_02852"	"ECB_03710"	"ECB_03722"	"acpP"	"acs"	"appC"	"appY"	"arcA"	"blr"	"cls"	"cpsG"	"cpxR"	"cycA"	"envZ"	"fabF"	"flgB"	"flu"	"galF"	"gltA"	"gmhB"	"hokB"	"hokD"	"hpaX"	"hsdS"	"hslU"	"hupB"	"hyfA"	"iap"	"iclR"	"ilvL"	"infB"	"infC"	"lacZ"	"lon"	"lrp"	"malT"	"menC"	"metH"	"metJ"	"mntH"	"mokC"	"mreB"	"mreC"	"mtlD"	"nadR"	"narZ"	"nudC"	"oppD"	"pbpC"	"pflB"	"phoH"	"phoR"	"plsB"	"prlA"	"proX"	"pykA"	"pykF"	"rbsA"	"rbsB"	"rbsD"	"rbsR"	"recO"	"rfbB"	"rnb"	"rne"	"rpiR"	"rplF"	"rpsA"	"rpsC"	"sapA"	"sapF"	"speG"	"spoT"	"thiI"	"thrA"	"trkH"	"wzy"	"ybaE"	"ybaL"	"ybbN"	"ybcU"	"ybeB"	"ybeM"	"ybhP"	"ycdM"	"yceK"	"ycfC"	"yebY"	"yecE"	"yeeF"	"yeeI"	"yeeR"	"yeeU"	"yegO"	"yfaQ"	"yfcTU"	"yggM"	"yghS"	"ygjD"	"ygjG"	"yhdG"	"yhdJ"	"yicL"	"yieO"	"yihP"	"yjcE"	"yjeB"	"yjiX"	"yjjY"	"ylcG"	"yoaE"	"yqeB"	"yqhH"
"yebY"	0	0	0	0	0	0	0	0	0.0185365014399956	0	0	0	0	0.00881097609357735	0	0	0	0	0	0	0	0	0	0	0	0.0796782610345695	0.146909074689738	0	0	0	0.0109698130715049	0	0	0	-0.0118191069663542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000558653980448995	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.099574795799716	0	0	0	0.0375641667656919
"yecE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113900502577481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0912591213397008	0	0	0	0
"yeeF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175947554859265	0	0	0
"yeeI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101812478194158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0927343188794118	0	0	0	0
"yeeR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081868541882604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0777553482667417	0	0	0	0
"yeeU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0913300234208946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0926822667846641	0	0	0	0
"yegO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0812879020368792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0761672433871866	0	0	0	0
"yfaQ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105452717843457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.101760063794887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0278447011979959	0	-0.0059236603588298	0	0	0
"yfcTU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0817032319055604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.0772656304848762	0	0	0	0
"yggM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.184636809724277	0	0	0
"yghS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108659393453783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.0919659100308123	0	0	0	0
"ygjD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.184868706877981	0	0	0
"ygjG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0524619706545416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.125676183849123	0	0	0	0
"yhdG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.437344120624202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.000784522043612621	0	0	0	0
"yhdJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.101430765567267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116969137486745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.0208443818421944	0	0	0	0	0
"yicL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.188128670067436	0	0	0
"yieO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119703276717131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.0184746269708358	0.141826998894165	0	0	0
"yihP"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0982513495088042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115199668319384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.0174998431171385	0	0	0	0	0
"yjcE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0532498806348691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.121984856950942	0	0	0	0
"yjeB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0370874670636889	0.132012852375366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.089836040903356	0	0	0	0.00912008224761565
"yjiX"	0	0	0	-0.0212228070640008	0	0.0361646143153409	0	0	0	0	-0.0170303899609628	0	0	0.119814545751716	0.0280107914859461	0	-0.0238432803704582	0	0	0.022748454192842	-0.0396883221258174	0	0	0	0	0.0782557671031109	0.00102223620997596	0	0.0211017570330259	0	0	0.0398321586286224	0	0	-0.120424637703022	0	0	0	-0.0137337290019294	-0.0299319932833717	0	0	0	0.0555995657710423	0	0	0	0	0.0305904733183345	0	0	0	0	0	0.00404302202216634	0	0	0.0206532697598756	0	0	0.0282665813936826	0	-0.0172153417035564	0	0	0.0342714522496248	0	0	-0.0148189673807455	0.0186878503878277	0	0	-0.0158963275167662	0	0	0	-0.0299568382577491	0	0	0	0	-0.0188083514053225	0	0	0	0	0.044445498127162	0.0391841815215256	0	0.030561022906943	0	0	0	0	0	0	0	0	0	0.0278447011979959	0	0	0	0	0	0	-0.0208443818421944	0	0	-0.0174998431171385	0	0	1	0.0360467204093843	-0.0191161002033734	0	-0.0162200364441639	0
"yjjY"	-0.0905144172773372	0.175070395093614	0	0	0.122508130219488	0	-0.08863759170993	0.152577120962528	-0.098229120102012	0.118227040847518	0	0.141452795913251	-0.0917125421751697	0.0771558535317553	0	0.165390190332004	0	-0.0850690942808372	0	0	-0.000584824954967166	-0.0752292993435426	0	0	-0.0897424019406371	-0.0061815173971304	0	0	0	0	-0.0950675539998427	0	0	0	-0.10009512039991	0.151566105115733	0.14433146216987	-0.0755997479799225	0	0	-0.0786720236819176	0	-0.0757904143851396	0	0.128409219541229	0	0	0	0	0	0	0.145976351540312	0	0.114259231207134	0	-0.0918412615956041	0.12911198034435	0	0	-0.0930266581900685	0	0	0	0.141843100916138	0	0	0	0	0	0	-0.0932184259061466	0	0	0	-0.0838101000120423	0.144992179916691	0	0	0.124710841076901	0.153815369606646	0	0	0.120451867601938	-0.00141293502807055	-0.0927546365309042	0	-0.0197381282289433	0	0.142650185352145	0	0.175388790263808	-0.0904472648325712	-0.099574795799716	-0.0912591213397008	0	-0.0927343188794118	-0.0777553482667417	-0.0926822667846641	-0.0761672433871866	0	-0.0772656304848762	0	-0.0919659100308123	0	0.125676183849123	0.000784522043612621	0	0	-0.0184746269708358	0	0.121984856950942	-0.089836040903356	0.0360467204093843	1	0	-0.0827124013944365	0	-0.10817072977493
"ylcG"	0	0	0.184266494649263	0	0.137235686489787	-0.0218005036831268	0	0	0	0.132214916576675	0	0	0.1067391502391	0.00700474394588063	-0.00582222800187361	0	0	0	0.179553711334343	-0.192581651613039	0	0	-0.185922620291942	0.177580814012609	0	0.017474074976479	0	0.176809821303099	-0.189482545816703	0	0	-0.0260891342446556	0.183782689958843	-0.0663719561526973	-0.0153475588119222	0	0.175067035210717	0	0	0	0.0916958062995894	0.190485620755603	0.0884841978752824	-0.0393618055861774	0	0.101389181546371	-0.105927788187627	0.183514025685539	-0.0122700352107719	0.0643502256713525	0.156598610572571	0	0.188055271851817	0	0	0	0	0	0.178764887786021	0	-0.00709952949752168	0	0	0	-0.194634895268144	-0.0191489737170878	0.198135008061133	0.181806919964269	0	0	0	-0.194586788314831	0	-0.190277868106803	0	0	0	0.0977518889099121	0	0	-0.182098516423688	0	0	-0.019412551922245	0	0.218813375083165	-0.00266256006111861	-0.0257248902267324	0	-0.0121392379782055	0	0	0	0	0.175947554859265	0	0	0	0	-0.0059236603588298	0	0.184636809724277	0	0.184868706877981	0	0	0	0.188128670067436	0.141826998894165	0	0	0	-0.0191161002033734	0	1	0	0	0
"yoaE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0866975524467184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0827124013944365	0	1	0	0
"yqeB"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0969428674580518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11439234731409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0162200364441639	0	0	0	1	0
"yqhH"	0	0	0	0	0	0	0	0	0.0364754265842865	0	0	0	0	0.0142954626873821	0	0	0	0	0	0	0	0	0	0	0	0.091173036484526	0.147353344067412	0	0	0	0.0307863204622817	0	0	0	-0.0172442248644335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0311262783196039	0	0	0	0	0	0.0375641667656919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00912008224761565	0	-0.10817072977493	0	0	0	1
